timestamp,suite,run_name,seed,task_id,task_name,episode_idx,step,reward,success,controller,expert_prefix_steps,current_phase_id,current_secured,current_placement_ready,target_phase_id,target_secured,target_placement_ready,pred_gripper_raw,pred_gripper_sign,executed_gripper,expert_gripper_if_available,eef_delta_norm,action_delta_norm,pre_state_0,pre_state_1,pre_state_2,pre_state_3,pre_state_4,pre_state_5,pre_state_6,pre_state_7,post_state_0,post_state_1,post_state_2,post_state_3,post_state_4,post_state_5,post_state_6,post_state_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2026-07-04T08:46:04.280683+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,0.0,0,policy,0,0,0,0,0,0,0,-4.329139232635498,negative,-1.0,-1.0,0.004166942089796066,0.49441203474998474,-0.1958111673593521,0.02574065700173378,1.1973685026168823,3.1168911457061768,0.14649422466754913,0.003970363177359104,0.020833000540733337,-0.020833000540733337,-0.19755567610263824,0.025259090587496758,1.1936150789260864,3.1191444396972656,0.13141778111457825,-0.010089365765452385,0.021071797236800194,-0.021089959889650345,0.1069321259856224,0.47857558727264404,-0.056735195219516754,-0.013659718446433544,0.02367842197418213,-0.0028406111523509026,-1.0
2026-07-04T08:46:04.331924+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,1,0.0,0,policy,0,0,0,0,0,0,0,-4.290646076202393,negative,-1.0,-1.0,0.004704616032540798,0.5445550084114075,-0.19755567610263824,0.025259090587496758,1.1936150789260864,3.1191444396972656,0.13141778111457825,-0.010089365765452385,0.021071797236800194,-0.021089959889650345,-0.19809575378894806,0.02779313735663891,1.1896882057189941,3.1221933364868164,0.11835435032844543,-0.019676748663187027,0.02304704301059246,-0.022887641564011574,0.10572045296430588,0.5245248079299927,-0.09706676751375198,-0.01136527955532074,0.0251461174339056,-0.007322435267269611,-1.0
2026-07-04T08:46:04.381530+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,2,0.0,0,policy,0,0,0,0,0,0,0,-4.167693138122559,negative,-1.0,-1.0,0.006320880260318518,0.5821439027786255,-0.19809575378894806,0.02779313735663891,1.1896882057189941,3.1221933364868164,0.11835435032844543,-0.019676748663187027,0.02304704301059246,-0.022887641564011574,-0.1973663568496704,0.03367933630943298,1.1875032186508179,3.1231889724731445,0.11705672740936279,-0.02166728489100933,0.02629755809903145,-0.026092851534485817,0.10166646540164948,0.5573714375495911,-0.13021709024906158,-0.00906356330960989,0.026461007073521614,-0.01239856332540512,-1.0
2026-07-04T08:46:04.428569+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,3,0.0,0,policy,0,0,0,0,0,0,0,-4.0871901512146,negative,-1.0,-1.0,0.007290848530828953,0.6086416244506836,-0.1973663568496704,0.03367933630943298,1.1875032186508179,3.1231889724731445,0.11705672740936279,-0.02166728489100933,0.02629755809903145,-0.026092851534485817,-0.19661454856395721,0.040549665689468384,1.1851816177368164,3.123300790786743,0.11592282354831696,-0.02439560368657112,0.030296819284558296,-0.030086105689406395,0.10114610195159912,0.5779391527175903,-0.1585765928030014,-0.007547697052359581,0.02793302945792675,-0.014719766564667225,-1.0
2026-07-04T08:46:04.475357+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,4,0.0,0,policy,0,0,0,0,0,0,0,-4.008385181427002,negative,-1.0,-1.0,0.00785636343061924,0.6297926306724548,-0.19661454856395721,0.040549665689468384,1.1851816177368164,3.123300790786743,0.11592282354831696,-0.02439560368657112,0.030296819284558296,-0.030086105689406395,-0.19582626223564148,0.04791710525751114,1.1825697422027588,3.1231863498687744,0.11402605473995209,-0.027817998081445694,0.03399912267923355,-0.03378725051879883,0.1017555221915245,0.5920171141624451,-0.18604110181331635,-0.006184692960232496,0.029866807162761688,-0.016085948795080185,-1.0
2026-07-04T08:46:04.522196+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,5,0.0,0,policy,0,0,0,0,0,0,0,-3.848982810974121,negative,-1.0,-1.0,0.008232316933572292,0.6454005837440491,-0.19582626223564148,0.04791710525751114,1.1825697422027588,3.1231863498687744,0.11402605473995209,-0.027817998081445694,0.03399912267923355,-0.03378725051879883,-0.19500820338726044,0.05556590110063553,1.1796375513076782,3.123055934906006,0.11155629903078079,-0.03188610076904297,0.03621544688940048,-0.036014948040246964,0.10178879648447037,0.5998883247375488,-0.21206603944301605,-0.00532005587592721,0.03207346796989441,-0.016909701749682426,-1.0
2026-07-04T08:46:04.569276+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,6,0.0,0,policy,0,0,0,0,0,0,0,-3.667048454284668,negative,-1.0,-1.0,0.008495994843542576,0.6579877734184265,-0.19500820338726044,0.05556590110063553,1.1796375513076782,3.123055934906006,0.11155629903078079,-0.03188610076904297,0.03621544688940048,-0.036014948040246964,-0.19417469203472137,0.06335995346307755,1.1763603687286377,3.1229546070098877,0.10873082280158997,-0.03660536929965019,0.037465471774339676,-0.03727855905890465,0.10083802044391632,0.602389931678772,-0.2416556030511856,-0.00466508325189352,0.03445513918995857,-0.017310308292508125,-1.0
2026-07-04T08:46:04.616146+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,7,0.0,0,policy,0,0,0,0,0,0,0,-3.478849172592163,negative,-1.0,-1.0,0.008688654750585556,0.6672796010971069,-0.19417469203472137,0.06335995346307755,1.1763603687286377,3.1229546070098877,0.10873082280158997,-0.03660536929965019,0.037465471774339676,-0.03727855905890465,-0.1933363825082779,0.07120784372091293,1.172727108001709,3.1228861808776855,0.10571428388357162,-0.04195532202720642,0.03816909343004227,-0.03799337148666382,0.09914419800043106,0.6010250449180603,-0.26932427287101746,-0.004239823203533888,0.036729633808135986,-0.017286090180277824,-1.0
2026-07-04T08:46:04.662605+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,8,0.0,0,policy,0,0,0,0,0,0,0,-3.2338714599609375,negative,-1.0,-1.0,0.008829151280224323,0.6740431189537048,-0.1933363825082779,0.07120784372091293,1.172727108001709,3.1228861808776855,0.10571428388357162,-0.04195532202720642,0.03816909343004227,-0.03799337148666382,-0.192508727312088,0.07902627438306808,1.1687095165252686,3.1228437423706055,0.10257121175527573,-0.04793914780020714,0.038564227521419525,-0.03839874640107155,0.09423836320638657,0.592566192150116,-0.30418306589126587,-0.0036393417976796627,0.038415033370256424,-0.01738671399652958,-1.0
2026-07-04T08:46:04.708952+00:00,libero_10,diagnostic_event_gated_act_h20_task2_fast_tokens8_seed44,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,9,0.0,0,policy,0,0,0,0,0,0,0,-3.0073091983795166,negative,-1.0,-1.0,0.008939413353800774,0.6796383261680603,-0.192508727312088,0.07902627438306808,1.1687095165252686,3.1228437423706055,0.10257121175527573,-0.04793914780020714,0.038564227521419525,-0.03839874640107155,-0.1916956901550293,0.0867428332567215,1.164270281791687,3.1228396892547607,0.09936701506376266,-0.054467372596263885,0.03878515586256981,-0.038629643619060516,0.08880241215229034,0.5796874761581421,-0.3408285975456238,-0.0027616422157734632,0.03908099979162216,-0.01690315082669258,-1.0
