timestamp,suite,run_name,seed,task_id,task_name,episode_idx,step,reward,success,controller,expert_prefix_steps,pre_state_0,pre_state_1,pre_state_2,pre_state_3,pre_state_4,pre_state_5,pre_state_6,pre_state_7,post_state_0,post_state_1,post_state_2,post_state_3,post_state_4,post_state_5,post_state_6,post_state_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2026-06-03T15:03:24.687076+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,0.0,0,policy,0,-0.29887571930885315,0.017582720145583153,1.1730324029922485,3.171966552734375,-0.039629362523555756,-0.12458159774541855,0.020833000540733337,-0.020833000540733337,-0.29809316992759705,0.016377611085772514,1.1731075048446655,3.1679153442382812,-0.036617111414670944,-0.12011652439832687,0.021070590242743492,-0.02109096758067608,0.09127997606992722,0.17709478735923767,-0.015758130699396133,-0.007175658829510212,0.005418026819825172,-0.008532359264791012,-1.0
2026-06-03T15:03:24.702126+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,1,0.0,0,policy,0,-0.29809316992759705,0.016377611085772514,1.1731075048446655,3.1679153442382812,-0.036617111414670944,-0.12011652439832687,0.021070590242743492,-0.02109096758067608,-0.2971513569355011,0.016397053375840187,1.1727850437164307,3.164321184158325,-0.0322909839451313,-0.1157752126455307,0.023030994459986687,-0.022909069433808327,0.10151087492704391,0.18940147757530212,-0.017563115805387497,-0.006511219777166843,0.004802132025361061,-0.010160120204091072,-1.0
2026-06-03T15:03:24.715645+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,2,0.0,0,policy,0,-0.2971513569355011,0.016397053375840187,1.1727850437164307,3.164321184158325,-0.0322909839451313,-0.1157752126455307,0.023030994459986687,-0.022909069433808327,-0.2962454557418823,0.018388086929917336,1.1722204685211182,3.1637706756591797,-0.03170856088399887,-0.11354701966047287,0.02628488279879093,-0.026136426255106926,0.11732366681098938,0.19767379760742188,-0.01758287474513054,-0.006009933538734913,0.003600678639486432,-0.010732617229223251,-1.0
2026-06-03T15:03:24.728746+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,3,0.0,0,policy,0,-0.2962454557418823,0.018388086929917336,1.1722204685211182,3.1637706756591797,-0.03170856088399887,-0.11354701966047287,0.02628488279879093,-0.026136426255106926,-0.29503893852233887,0.02088230475783348,1.1716792583465576,3.163426160812378,-0.03277669847011566,-0.11114144325256348,0.030295340344309807,-0.030146950855851173,0.1411880999803543,0.2214890420436859,-0.015965934842824936,-0.006089844740927219,0.001032391213811934,-0.012124406173825264,-1.0
2026-06-03T15:03:24.741262+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,4,0.0,0,policy,0,-0.29503893852233887,0.02088230475783348,1.1716792583465576,3.163426160812378,-0.03277669847011566,-0.11114144325256348,0.030295340344309807,-0.030146950855851173,-0.29346364736557007,0.023775462061166763,1.1711821556091309,3.1631147861480713,-0.03467375040054321,-0.10809193551540375,0.03400774300098419,-0.03385721892118454,0.16975738108158112,0.25125205516815186,-0.014090396463871002,-0.0061850277706980705,-0.003151397919282317,-0.015535980463027954,-1.0
2026-06-03T15:03:24.753606+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,5,0.0,0,policy,0,-0.29346364736557007,0.023775462061166763,1.1711821556091309,3.1631147861480713,-0.03467375040054321,-0.10809193551540375,0.03400774300098419,-0.03385721892118454,-0.2915468215942383,0.027044182643294334,1.170711636543274,3.1628308296203613,-0.03738082945346832,-0.10446535050868988,0.03622419387102127,-0.03608090057969093,0.1914844959974289,0.2771425247192383,-0.012973535805940628,-0.006184990517795086,-0.0058745527639985085,-0.01958787441253662,-1.0
2026-06-03T15:03:24.765893+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,6,0.0,0,policy,0,-0.2915468215942383,0.027044182643294334,1.170711636543274,3.1628308296203613,-0.03738082945346832,-0.10446535050868988,0.03622419387102127,-0.03608090057969093,-0.28925755620002747,0.03069533221423626,1.1702868938446045,3.162611246109009,-0.040996722877025604,-0.100075863301754,0.03747020661830902,-0.037332553416490555,0.22580835223197937,0.3093240261077881,-0.0067731887102127075,-0.006222154945135117,-0.009281575679779053,-0.02466590330004692,-1.0
2026-06-03T15:03:24.778325+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,7,0.0,0,policy,0,-0.28925755620002747,0.03069533221423626,1.1702868938446045,3.162611246109009,-0.040996722877025604,-0.100075863301754,0.03747020661830902,-0.037332553416490555,-0.28665852546691895,0.034703925251960754,1.1699016094207764,3.1624209880828857,-0.0457247830927372,-0.09518134593963623,0.038168907165527344,-0.03803534060716629,0.2389773428440094,0.33207109570503235,-0.005609046667814255,-0.006226177327334881,-0.01227064710110426,-0.030721615999937057,-1.0
2026-06-03T15:03:24.790547+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,8,0.0,0,policy,0,-0.28665852546691895,0.034703925251960754,1.1699016094207764,3.1624209880828857,-0.0457247830927372,-0.09518134593963623,0.038168907165527344,-0.03803534060716629,-0.2838684320449829,0.03898821398615837,1.169551134109497,3.1622066497802734,-0.05172589793801308,-0.09014579653739929,0.03856081888079643,-0.03843020275235176,0.2447674572467804,0.34778326749801636,-0.005888212472200394,-0.006096241995692253,-0.014622289687395096,-0.03698764741420746,-1.0
2026-06-03T15:03:24.802747+00:00,libero_10,act_chunked_corrected_h20_task5_placement_weighted55,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,9,0.0,0,policy,0,-0.2838684320449829,0.03898821398615837,1.169551134109497,3.1622066497802734,-0.05172589793801308,-0.09014579653739929,0.03856081888079643,-0.03843020275235176,-0.2810014486312866,0.043449047952890396,1.1692768335342407,3.161862850189209,-0.058930765837430954,-0.08518931269645691,0.03877989575266838,-0.03865304961800575,0.23687686026096344,0.35473769903182983,-0.0009155571460723877,-0.007051825523376465,-0.017049716785550117,-0.041933149099349976,-1.0
