timestamp,suite,run_name,seed,task_id,task_name,episode_idx,step,reward,success,pre_state_0,pre_state_1,pre_state_2,pre_state_3,pre_state_4,pre_state_5,pre_state_6,pre_state_7,post_state_0,post_state_1,post_state_2,post_state_3,post_state_4,post_state_5,post_state_6,post_state_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2026-06-03T10:29:01.477903+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,0.0,0,-0.29887571930885315,0.017582720145583153,1.1730324029922485,3.171966552734375,-0.039629362523555756,-0.12458159774541855,0.020833000540733337,-0.020833000540733337,-0.29839617013931274,0.015786197036504745,1.1728595495224,3.168313980102539,-0.037677813321352005,-0.12114434689283371,0.021061984822154045,-0.021100392565131187,0.0006779972463846207,0.048414479941129684,-0.08923114836215973,0.008511205203831196,-0.005275113508105278,-0.010340321809053421,-1.0
2026-06-03T10:29:01.493511+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,1,0.0,0,-0.29839617013931274,0.015786197036504745,1.1728595495224,3.168313980102539,-0.037677813321352005,-0.12114434689283371,0.021061984822154045,-0.021100392565131187,-0.2979668080806732,0.014758036471903324,1.1719416379928589,3.166104793548584,-0.034721359610557556,-0.11760182678699493,0.023020539432764053,-0.022918734699487686,0.01407894678413868,0.09772403538227081,-0.11746442317962646,0.010778060182929039,-0.011186044663190842,-0.01266852580010891,-1.0
2026-06-03T10:29:01.508061+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,2,0.0,0,-0.2979668080806732,0.014758036471903324,1.1719416379928589,3.166104793548584,-0.034721359610557556,-0.11760182678699493,0.023020539432764053,-0.022918734699487686,-0.297686904668808,0.015703048557043076,1.1704909801483154,3.1675567626953125,-0.03505060821771622,-0.11556709557771683,0.02627716027200222,-0.026147136464715004,0.02202356792986393,0.11041834950447083,-0.12696418166160583,0.012568842619657516,-0.011228489689528942,-0.013259300962090492,-1.0
2026-06-03T10:29:01.521208+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,3,0.0,0,-0.297686904668808,0.015703048557043076,1.1704909801483154,3.1675567626953125,-0.03505060821771622,-0.11556709557771683,0.02627716027200222,-0.026147136464715004,-0.2973127067089081,0.017074454575777054,1.1688638925552368,3.1694819927215576,-0.03663408383727074,-0.11333226412534714,0.030288005247712135,-0.030161669477820396,0.03215987980365753,0.1266762912273407,-0.1326758861541748,0.013132193125784397,-0.011882585473358631,-0.013639344833791256,-1.0
2026-06-03T10:29:01.534136+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,4,0.0,0,-0.2973127067089081,0.017074454575777054,1.1688638925552368,3.1694819927215576,-0.03663408383727074,-0.11333226412534714,0.030288005247712135,-0.030161669477820396,-0.29682114720344543,0.018705910071730614,1.1671438217163086,3.1714961528778076,-0.03865261748433113,-0.11077859252691269,0.03400091081857681,-0.03387584537267685,0.04532172158360481,0.14317159354686737,-0.1344405561685562,0.013293459080159664,-0.012087150476872921,-0.0141992699354887,-1.0
2026-06-03T10:29:01.551402+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,5,0.0,0,-0.29682114720344543,0.018705910071730614,1.1671438217163086,3.1714961528778076,-0.03865261748433113,-0.11077859252691269,0.03400091081857681,-0.03387584537267685,-0.2961830794811249,0.020578810945153236,1.1653656959533691,3.173539876937866,-0.04087923467159271,-0.10784382373094559,0.03622111678123474,-0.036099229007959366,0.06036000698804855,0.16164931654930115,-0.1362132877111435,0.013183504343032837,-0.013002756051719189,-0.014898666180670261,-1.0
2026-06-03T10:29:01.565638+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,6,0.0,0,-0.2961830794811249,0.020578810945153236,1.1653656959533691,3.173539876937866,-0.04087923467159271,-0.10784382373094559,0.03622111678123474,-0.036099229007959366,-0.29537233710289,0.022694416344165802,1.1635445356369019,3.1755900382995605,-0.04324907436966896,-0.10452795773744583,0.0374678373336792,-0.03734966367483139,0.07953374087810516,0.1796334683895111,-0.1350145936012268,0.012985117733478546,-0.012753107585012913,-0.015372155234217644,-1.0
2026-06-03T10:29:01.579627+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,7,0.0,0,-0.29537233710289,0.022694416344165802,1.1635445356369019,3.1755900382995605,-0.04324907436966896,-0.10452795773744583,0.0374678373336792,-0.03734966367483139,-0.2943287491798401,0.025058794766664505,1.16172194480896,3.1776325702667236,-0.04584774002432823,-0.1007438451051712,0.038167111575603485,-0.03804922476410866,0.10917153209447861,0.20034396648406982,-0.1260964423418045,0.012402122840285301,-0.012010077014565468,-0.017190806567668915,-1.0
2026-06-03T10:29:01.593304+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,8,0.0,0,-0.2943287491798401,0.025058794766664505,1.16172194480896,3.1776325702667236,-0.04584774002432823,-0.1007438451051712,0.038167111575603485,-0.03804922476410866,-0.29299604892730713,0.027721049264073372,1.1599113941192627,3.179670572280884,-0.04880625382065773,-0.09637399762868881,0.038561683148145676,-0.03843829408288002,0.14428383111953735,0.2281591296195984,-0.11720217019319534,0.011721890419721603,-0.0117653114721179,-0.019542409107089043,-1.0
2026-06-03T10:29:01.607390+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,9,0.0,0,-0.29299604892730713,0.027721049264073372,1.1599113941192627,3.179670572280884,-0.04880625382065773,-0.09637399762868881,0.038561683148145676,-0.03843829408288002,-0.29138514399528503,0.030660608783364296,1.1581608057022095,3.181642770767212,-0.052263613790273666,-0.09161971509456635,0.03878345713019371,-0.03865566849708557,0.16520586609840393,0.24508050084114075,-0.1052265614271164,0.01090562529861927,-0.01174005027860403,-0.02192474901676178,-1.0
2026-06-03T10:29:01.621572+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,10,0.0,0,-0.29138514399528503,0.030660608783364296,1.1581608057022095,3.181642770767212,-0.052263613790273666,-0.09161971509456635,0.03878345713019371,-0.03865566849708557,-0.2895256280899048,0.03381207957863808,1.1565557718276978,3.183485507965088,-0.05629066377878189,-0.08663850277662277,0.03890873119235039,-0.03877660632133484,0.18571701645851135,0.25918716192245483,-0.08827321231365204,0.009657632559537888,-0.012023546732962132,-0.0245848149061203,-1.0
2026-06-03T10:29:01.635588+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,11,0.0,0,-0.2895256280899048,0.03381207957863808,1.1565557718276978,3.183485507965088,-0.05629066377878189,-0.08663850277662277,0.03890873119235039,-0.03877660632133484,-0.2874276638031006,0.037137020379304886,1.1551426649093628,3.185176372528076,-0.060983214527368546,-0.08148964494466782,0.03898042440414429,-0.03884345665574074,0.20376263558864594,0.2701779305934906,-0.07202880084514618,0.008630823343992233,-0.012288220226764679,-0.028132516890764236,-1.0
2026-06-03T10:29:01.655188+00:00,libero_10,act_chunked_corrected_h20_task_balanced_transition20,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,12,0.0,0,-0.2874276638031006,0.037137020379304886,1.1551426649093628,3.185176372528076,-0.060983214527368546,-0.08148964494466782,0.03898042440414429,-0.03884345665574074,-0.28509876132011414,0.04060622304677963,1.1539417505264282,3.186720132827759,-0.06640201061964035,-0.07620996236801147,0.039029642939567566,-0.03889160230755806,0.22136244177818298,0.27944010496139526,-0.05446531996130943,0.0076666101813316345,-0.012662502005696297,-0.031482189893722534,-1.0
