timestamp,suite,run_name,seed,task_id,task_name,episode_idx,step,reward,success,controller,expert_prefix_steps,pre_state_0,pre_state_1,pre_state_2,pre_state_3,pre_state_4,pre_state_5,pre_state_6,pre_state_7,post_state_0,post_state_1,post_state_2,post_state_3,post_state_4,post_state_5,post_state_6,post_state_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2026-06-03T13:59:13.172862+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,0.0,0,expert_prefix,130,-0.29887571930885315,0.017582720145583153,1.1730324029922485,3.171966552734375,-0.039629362523555756,-0.12458159774541855,0.020833000540733337,-0.020833000540733337,-0.29877740144729614,0.01548320148140192,1.173081398010254,3.167628765106201,-0.037307269871234894,-0.12363548576831818,0.021057967096567154,-0.02110511064529419,0.0,0.0,-0.0,0.0,0.03142857179045677,-0.0035714285913854837,-1.0
2026-06-03T13:59:13.179259+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,1,0.0,0,expert_prefix,130,-0.29877740144729614,0.01548320148140192,1.173081398010254,3.167628765106201,-0.037307269871234894,-0.12363548576831818,0.021057967096567154,-0.02110511064529419,-0.2990206480026245,0.0136061180382967,1.1729111671447754,3.1638853549957275,-0.033446721732616425,-0.12520365417003632,0.02300453558564186,-0.02293320931494236,0.0,0.0,-0.0,0.0,0.033571429550647736,-0.0028571428265422583,-1.0
2026-06-03T13:59:13.187172+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,2,0.0,0,expert_prefix,130,-0.2990206480026245,0.0136061180382967,1.1729111671447754,3.1638853549957275,-0.033446721732616425,-0.12520365417003632,0.02300453558564186,-0.02293320931494236,-0.2994749844074249,0.013321519829332829,1.172584891319275,3.163456439971924,-0.03262842446565628,-0.12941981852054596,0.026256807148456573,-0.026167046278715134,0.0,0.0,-0.0,0.0,0.033571429550647736,-0.002142857061699033,-1.0
2026-06-03T13:59:13.194276+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,3,0.0,0,expert_prefix,130,-0.2994749844074249,0.013321519829332829,1.172584891319275,3.163456439971924,-0.03262842446565628,-0.12941981852054596,0.026256807148456573,-0.026167046278715134,-0.2998633086681366,0.013231907971203327,1.1722966432571411,3.163217067718506,-0.03287394344806671,-0.1341373771429062,0.03026426024734974,-0.03018740564584732,0.0,0.0,-0.0,0.0,0.033571429550647736,-0.0014285714132711291,-1.0
2026-06-03T13:59:13.201211+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,4,0.0,0,expert_prefix,130,-0.2998633086681366,0.013231907971203327,1.1722966432571411,3.163217067718506,-0.03287394344806671,-0.1341373771429062,0.03026426024734974,-0.03018740564584732,-0.30021390318870544,0.013197975233197212,1.1720356941223145,3.1629185676574707,-0.03319527953863144,-0.13934454321861267,0.033973924815654755,-0.03390730917453766,0.0,0.0,-0.0,0.0,0.0357142873108387,-0.0,-1.0
2026-06-03T13:59:13.209590+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,5,0.0,0,expert_prefix,130,-0.30021390318870544,0.013197975233197212,1.1720356941223145,3.1629185676574707,-0.03319527953863144,-0.13934454321861267,0.033973924815654755,-0.03390730917453766,-0.3005187213420868,0.01318124495446682,1.1718090772628784,3.1625688076019287,-0.03342726454138756,-0.14487798511981964,0.03619364649057388,-0.036133695393800735,0.0,0.0,-0.0,0.0,0.03500000014901161,-0.0,-1.0
2026-06-03T13:59:13.222797+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,6,0.0,0,expert_prefix,130,-0.3005187213420868,0.01318124495446682,1.1718090772628784,3.1625688076019287,-0.03342726454138756,-0.14487798511981964,0.03619364649057388,-0.036133695393800735,-0.300753116607666,0.01316776778548956,1.171612024307251,3.1621932983398438,-0.03362743556499481,-0.15051022171974182,0.037441179156303406,-0.03738529607653618,0.0053571430034935474,0.0,-0.0,0.0,0.03500000014901161,-0.0,-1.0
2026-06-03T13:59:13.230517+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,7,0.0,0,expert_prefix,130,-0.300753116607666,0.01316776778548956,1.171612024307251,3.1621932983398438,-0.03362743556499481,-0.15051022171974182,0.037441179156303406,-0.03738529607653618,-0.3009287118911743,0.013154641725122929,1.1714236736297607,3.161797046661377,-0.03381096199154854,-0.15628749132156372,0.03813944384455681,-0.038086049258708954,0.008035714738070965,0.0,-0.0,0.0,0.0357142873108387,-0.0,-1.0
2026-06-03T13:59:13.237409+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,8,0.0,0,expert_prefix,130,-0.3009287118911743,0.013154641725122929,1.1714236736297607,3.161797046661377,-0.03381096199154854,-0.15628749132156372,0.03813944384455681,-0.038086049258708954,-0.3008281886577606,0.013141200877726078,1.1712837219238281,3.1614468097686768,-0.03399081155657768,-0.16105084121227264,0.038530100136995316,-0.03847791627049446,0.0401785708963871,0.0,-0.0,0.0,0.027142856270074844,-0.0,-1.0
2026-06-03T13:59:13.244276+00:00,libero_10,act_chunked_corrected_h20_task5_consistency40,42,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,9,0.0,0,expert_prefix,130,-0.3008281886577606,0.013141200877726078,1.1712837219238281,3.1614468097686768,-0.03399081155657768,-0.16105084121227264,0.038530100136995316,-0.03847791627049446,-0.3000587224960327,0.013601728715002537,1.1711994409561157,3.1615777015686035,-0.03428526967763901,-0.16287320852279663,0.03876207396388054,-0.038683321326971054,0.1071428582072258,0.09107142686843872,-0.0,0.0,0.010714286006987095,-0.008571428246796131,-1.0
