timestamp,suite,run_name,seed,task_id,task_name,episode_idx,step,reward,success,controller,expert_prefix_steps,current_phase_id,current_secured,current_placement_ready,target_phase_id,target_secured,target_placement_ready,pred_gripper_raw,pred_gripper_sign,executed_gripper,expert_gripper_if_available,eef_delta_norm,action_delta_norm,pre_state_0,pre_state_1,pre_state_2,pre_state_3,pre_state_4,pre_state_5,pre_state_6,pre_state_7,post_state_0,post_state_1,post_state_2,post_state_3,post_state_4,post_state_5,post_state_6,post_state_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2026-06-26T16:50:49.168977+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,0.0,0,policy,0,0,0,0,0,0,0,-7.357987880706787,negative,-1.0,-1.0,0.0021311852615326643,0.061756063252687454,-0.20227298140525818,-0.00266962219029665,1.182009220123291,3.1302595138549805,0.04602356255054474,-0.025015756487846375,0.020833000540733337,-0.020833000540733337,-0.2037656009197235,-0.0026133970823138952,1.1804890632629395,3.131538152694702,0.04054882377386093,-0.034159377217292786,0.021080926060676575,-0.021080682054162025,-0.0481879785656929,-0.02762584388256073,-0.024562278762459755,0.0005073542706668377,0.0017287018708884716,-0.01104499027132988,-1.0
2026-06-26T16:50:49.271585+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,0.0,0,policy,0,0,0,0,0,0,0,-7.162108898162842,negative,-1.0,-1.0,0.0016533208545297384,0.061738669872283936,-0.2037656009197235,-0.0026133970823138952,1.1804890632629395,3.131538152694702,0.04054882377386093,-0.034159377217292786,0.021080926060676575,-0.021080682054162025,-0.2049204260110855,-0.002657824894413352,1.1793067455291748,3.1327741146087646,0.033550482243299484,-0.041238490492105484,0.022960975766181946,-0.02298063412308693,-0.04954885318875313,-0.02513853646814823,-0.023058902472257614,0.0005365858669392765,0.004281040281057358,-0.013202290050685406,-1.0
2026-06-26T16:50:49.376532+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,0.0,0,policy,0,0,0,0,0,0,0,-7.026877403259277,negative,-1.0,-1.0,0.000574168807361275,0.06334979087114334,-0.2049204260110855,-0.002657824894413352,1.1793067455291748,3.1327741146087646,0.033550482243299484,-0.041238490492105484,0.022960975766181946,-0.02298063412308693,-0.2053733468055725,-0.0028993887826800346,1.1790494918823242,3.132977247238159,0.030037783086299896,-0.043352480977773666,0.026200708001852036,-0.02622588351368904,-0.05119490250945091,-0.02402702532708645,-0.02385524846613407,0.0008571103098802269,0.005693996790796518,-0.01458597183227539,-1.0
2026-06-26T16:50:49.478305+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,0.0,0,policy,0,0,0,0,0,0,0,-6.906147003173828,negative,-1.0,-1.0,0.0005966129247099161,0.06054999679327011,-0.2053733468055725,-0.0028993887826800346,1.1790494918823242,3.132977247238159,0.030037783086299896,-0.043352480977773666,0.026200708001852036,-0.02622588351368904,-0.20586588978767395,-0.003160774940624833,1.1788372993469238,3.1331212520599365,0.02713412046432495,-0.04522121325135231,0.030214523896574974,-0.030238643288612366,-0.05022992193698883,-0.01919632963836193,-0.02240118198096752,0.00171199522446841,0.005315846297889948,-0.015548493713140488,-1.0
2026-06-26T16:50:49.578886+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,0.0,0,policy,0,0,0,0,0,0,0,-6.800857067108154,negative,-1.0,-1.0,0.0005754587473347783,0.05562494695186615,-0.20586588978767395,-0.003160774940624833,1.1788372993469238,3.1331212520599365,0.02713412046432495,-0.04522121325135231,0.030214523896574974,-0.030238643288612366,-0.20636260509490967,-0.0033746385015547276,1.178640604019165,3.1333701610565186,0.02427331916987896,-0.04678642749786377,0.03393064811825752,-0.03395136818289757,-0.047502707690000534,-0.011464853771030903,-0.0202573761343956,0.0026153987273573875,0.004432418383657932,-0.016411473974585533,-1.0
2026-06-26T16:50:49.679128+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,0.0,0,policy,0,0,0,0,0,0,0,-6.7361979484558105,negative,-1.0,-1.0,0.0005242205807007849,0.04993640258908272,-0.20636260509490967,-0.0033746385015547276,1.178640604019165,3.1333701610565186,0.02427331916987896,-0.04678642749786377,0.03393064811825752,-0.03395136818289757,-0.2068386673927307,-0.0034970829728990793,1.1784584522247314,3.133756160736084,0.02133047766983509,-0.04801030084490776,0.036155954003334045,-0.036171805113554,-0.04307500645518303,-0.0022301494609564543,-0.01770218089222908,0.0034493112470954657,0.003559420583769679,-0.017183711752295494,-1.0
2026-06-26T16:50:49.783380+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,0.0,0,policy,0,0,0,0,0,0,0,-6.708813190460205,negative,-1.0,-1.0,0.0004693045630119741,0.04564715176820755,-0.2068386673927307,-0.0034970829728990793,1.1784584522247314,3.133756160736084,0.02133047766983509,-0.04801030084490776,0.036155954003334045,-0.036171805113554,-0.20727737247943878,-0.0035003775265067816,1.1782917976379395,3.134272813796997,0.018276184797286987,-0.0488937683403492,0.037407901138067245,-0.03741881251335144,-0.0378599613904953,0.008555197156965733,-0.015156902372837067,0.004243758972734213,0.002646402223035693,-0.01795409992337227,-1.0
2026-06-26T16:50:49.882012+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,0.0,0,policy,0,0,0,0,0,0,0,-6.705008506774902,negative,-1.0,-1.0,0.0004403387429192662,0.04506692662835121,-0.20727737247943878,-0.0035003775265067816,1.1782917976379395,3.134272813796997,0.018276184797286987,-0.0488937683403492,0.037407901138067245,-0.03741881251335144,-0.20767180621623993,-0.003370012389495969,1.1781457662582397,3.134917736053467,0.015080501325428486,-0.04950185492634773,0.03810921311378479,-0.03811639919877052,-0.03231954947113991,0.02126922644674778,-0.012471386231482029,0.005028220824897289,0.0016308476915583014,-0.018724754452705383,-1.0
2026-06-26T16:50:49.980031+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,0.0,0,policy,0,0,0,0,0,0,0,-6.748834609985352,negative,-1.0,-1.0,0.0004913458251394331,0.05879892036318779,-0.20767180621623993,-0.003370012389495969,1.1781457662582397,3.134917736053467,0.015080501325428486,-0.04950185492634773,0.03810921311378479,-0.03811639919877052,-0.20801036059856415,-0.0030289257410913706,1.1780434846878052,3.135751485824585,0.011738481000065804,-0.04992864653468132,0.038504183292388916,-0.038503773510456085,-0.02615942433476448,0.047477565705776215,-0.008674795739352703,0.006138417404145002,0.00025909123360179365,-0.020146436989307404,-1.0
2026-06-26T16:50:50.077966+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,9,0.0,0,policy,0,0,0,0,0,0,0,-6.777942657470703,negative,-1.0,-1.0,0.0007081691874191165,0.08135094493627548,-0.20801036059856415,-0.0030289257410913706,1.1780434846878052,3.135751485824585,0.011738481000065804,-0.04992864653468132,0.038504183292388916,-0.038503773510456085,-0.20826305449008942,-0.0023687996435910463,1.1780000925064087,3.1367969512939453,0.008263655006885529,-0.050071388483047485,0.038726963102817535,-0.038718245923519135,-0.019071929156780243,0.07566692680120468,-0.004878978244960308,0.007364698685705662,-0.001576734590344131,-0.021171310916543007,-1.0
2026-06-26T16:50:50.175685+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,10,0.0,0,policy,0,0,0,0,0,0,0,-6.821064472198486,negative,-1.0,-1.0,0.0010587250581011176,0.1127823144197464,-0.20826305449008942,-0.0023687996435910463,1.1780000925064087,3.1367969512939453,0.008263655006885529,-0.050071388483047485,0.038726963102817535,-0.038718245923519135,-0.2084062397480011,-0.001319979433901608,1.178019404411316,3.138054132461548,0.0046859984286129475,-0.049806881695985794,0.03885374590754509,-0.03883584961295128,-0.01019292138516903,0.10975396633148193,-0.00035436771577224135,0.008598734624683857,-0.0037451109383255243,-0.021952971816062927,-1.0
2026-06-26T16:50:50.273999+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,11,0.0,0,policy,0,0,0,0,0,0,0,-6.944349765777588,negative,-1.0,-1.0,0.0015008094487711787,0.14954882860183716,-0.2084062397480011,-0.001319979433901608,1.178019404411316,3.138054132461548,0.0046859984286129475,-0.049806881695985794,0.03885374590754509,-0.03883584961295128,-0.20843510329723358,0.00017874865443445742,1.1780929565429688,3.139508008956909,0.001013614353723824,-0.04911062866449356,0.038927171379327774,-0.038899268954992294,-0.0017562072025611997,0.14732757210731506,0.0029001941438764334,0.009657624177634716,-0.005833157803863287,-0.022817721590399742,-1.0
2026-06-26T16:50:50.373913+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,12,0.0,0,policy,0,0,0,0,0,0,0,-7.218025207519531,negative,-1.0,-1.0,0.0020187145564705133,0.19323892891407013,-0.20843510329723358,0.00017874865443445742,1.1780929565429688,3.139508008956909,0.001013614353723824,-0.04911062866449356,0.038927171379327774,-0.038899268954992294,-0.20835357904434204,0.0021931605879217386,1.1781964302062988,3.141139030456543,-0.0027202339842915535,-0.04799096658825874,0.03897777572274208,-0.03894617781043053,0.0055175647139549255,0.19125863909721375,0.0026241810992360115,0.010512389242649078,-0.008297104388475418,-0.023339536041021347,-1.0
2026-06-26T16:50:50.472000+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,13,0.0,0,policy,0,0,0,0,0,0,0,-7.481733798980713,negative,-1.0,-1.0,0.002599247032776475,0.2400946021080017,-0.20835357904434204,0.0021931605879217386,1.1781964302062988,3.141139030456543,-0.0027202339842915535,-0.04799096658825874,0.03897777572274208,-0.03894617781043053,-0.20817629992961884,0.004784285090863705,1.1783000230789185,3.1429178714752197,-0.0064600431360304356,-0.046441178768873215,0.039023272693157196,-0.03898981958627701,0.011836511082947254,0.23813262581825256,0.001532154157757759,0.011170277372002602,-0.010911508463323116,-0.0234944149851799,-1.0
2026-06-26T16:50:50.570482+00:00,libero_10,event_gated_act_h20_task2_phase_memory,42,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,14,0.0,0,policy,0,0,0,0,0,0,0,-7.735628604888916,negative,-1.0,-1.0,0.0032159173861145973,0.2885931730270386,-0.20817629992961884,0.004784285090863705,1.1783000230789185,3.1429178714752197,-0.0064600431360304356,-0.046441178768873215,0.039023272693157196,-0.03898981958627701,-0.20792753994464874,0.007989343255758286,1.1783885955810547,3.144803524017334,-0.010142710991203785,-0.04438615217804909,0.03906707093119621,-0.03903120756149292,0.017723802477121353,0.2865649163722992,-0.0010636616498231888,0.011559905484318733,-0.013507932424545288,-0.023134630173444748,-1.0
